title,text,llm_justification,Monetary_Financial,Inflation_Prices,Real_Economic_Activity,Labor_Consumption,Fiscal_Government,External_Sector
"Dollar stuck in narrow band as traders eye Middle East, US data","""If dollar/yen breaks above 160, the risk of surpassing the April 30 high would increase markedly, raising the likelihood of stronger verbal warnings and a renewed round of rate checks or actual intervention,"" said Mizuho Securities chief currency strategist Masafumi Yamamoto.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data",Markets are also waiting for a speech by Bank of Japan Governor Kazuo Ueda on Wednesday for possible signals as to whether the central bank will proceed with a rate increase next week.,"The sentence describes markets awaiting a potential signal from a central bank governor regarding a possible future rate increase; no actual policy action or directional impact has occurred, making this a neutral observation of uncertainty.",3.0,0.0,0.0,0.0,0.0,0.0
"Dollar stuck in narrow band as traders eye Middle East, US data","""But action remains likely, and even though inflation has eased, the risk of being behind the curve is rising,"" Derek Halpenny, head of research, global markets at MUFG, said.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","JAKARTA: Indonesia posted its smallest trade surplus in six years in April, while its annual inflation rate in May moved closer to the top end of the central bank's target range as a result of rising food and transport prices, official data showed on Tuesday.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","Southeast Asia's largest economy has enjoyed a trade surplus every month since May 2020, but the $0.09 billion posted in April 2026 was the smallest, with a double-digit increase in exports offset by a similar increase in imports.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens",A Reuters poll had expected a $1.5 billion surplus.,CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","Exports jumped 21.98% on a yearly basis to $25.3 billion, helped by a strong rise in shipments of manufactured goods, including palm oil and nickel and their derivatives, basic chemicals, and jewellery.",A sharp year-on-year increase in exports and manufactured goods shipments directly indicates strengthening trade balance and industrial output momentum.,0.0,0.0,1.0,0.0,0.0,1.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","Imports were worth $25.21 billion, up 22.49% on a yearly basis, with purchases of oil and gas surging 82.52%.","The substantial yearly surge in import values, especially oil and gas purchases, directly widens the trade deficit and signals rising external dependency costs, straining the external sector balance.",0.0,0.0,0.0,0.0,0.0,2.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","Imports of consumer goods were also strong, rising 42.9%.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","The sources of the majority of crude oil imported by Indonesia in April were Nigeria, Brazil and Kazakhstan, while refined oils were mostly bought from Malaysia, Singapore and Egypt, the statistics bureau deputy head Pudji Ismartini said.","The statement purely enumerates the geographic sources of Indonesia's crude and refined oil imports in April, providing no directional macro signal—no cost pressure, supply disruption, or policy impact—hence neutral tracking of trade composition.",0.0,0.0,0.0,0.0,0.0,3.0
"Indonesia April trade surplus smallest in six years, May inflation quickens",Exports caught tailwinds from rising commodity prices following the war in Iran as well as the weakness of the rupiah.,CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","The currency has hit a series of record lows this year, and did so again ahead of the Tuesday data release, falling to 17,892 a dollar.","Record-low exchange rate levels indicate sustained currency depreciation, which directly signals external sector weakness, increases import costs, and strains trade balance.",0.0,0.0,0.0,0.0,0.0,2.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","The weak currency together with high global crude and oil product prices have also affected the consumer price index by driving up import costs, with inflation accelerating to 3.08% in May, from 2.42% the previous month.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens",The figure was slightly higher than a median forecast of 2.97% in a Reuters poll of economists.,"The sentence describes an unspecified 'figure' exceeding a forecast without identifying any macroeconomic domain, making it impossible to assign directional macro signals.",0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens",Bank Indonesia targets inflation within a range of 1.5% to 3.5%.,CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","The Indonesian government has shielded most consumers from the higher global crude prices by increasing its fuel subsidy budget, but non-subsidised fuel prices have increased, and the prices of some foodstuffs were affected by rising packaging costs.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","Core inflation reached 2.59% in May, also slightly higher than the poll forecast of 2.52%.","The core inflation rate exceeding the forecast indicates underlying price pressures are slightly stronger than anticipated, representing a negative inflation signal.",0.0,2.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens",Bank Indonesia raised interest rates by a bigger-than-expected 50 basis points in May.,CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens",It was a pre-emptive move to prevent inflation from breaking out of its target range.,CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Indonesia April trade surplus smallest in six years, May inflation quickens","After the rate hike, the central bank said it expected inflation to stay within the target until 2027.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
